codice_istat,lat,lon
017029,45.531728,10.219021
017030,45.640732,10.151477
017031,45.617097,10.333421
017032,45.449894,10.417074
017033,45.526705,10.465459
017034,45.345850,10.358325
017035,46.044846,10.313276
017036,45.744377,10.537065
017037,45.454520,10.134240
017038,45.639075,9.928827
017039,45.343697,10.440532
017040,45.554462,10.116840
017041,45.499278,9.947593
017042,45.503538,10.143356
017043,45.473963,10.296624
017044,45.688971,10.295492
017045,45.505298,9.983096
017046,45.573925,10.033068
017047,46.058675,10.383974
017048,45.576037,10.175954
017049,46.014669,10.279889
017050,45.995656,10.413004
017051,46.074657,10.425279
017052,45.527252,9.914561
017053,45.317524,10.187750
017054,46.031127,10.404062
017055,45.941030,10.268621
017056,45.558594,9.967851
017057,45.587536,10.210097
017058,45.826222,10.355770
017059,45.574707,9.932099
017060,45.465961,9.959149
017061,45.611998,10.218068
017062,45.631722,10.007766
017063,46.138828,10.223117
017064,45.440083,10.016810
017065,45.889352,10.190325
017066,45.413988,10.103118
017067,45.440027,10.565666
017068,46.180742,10.388767
017069,45.598646,9.969265
017070,45.874648,10.266058
017071,45.230533,10.325554
017072,45.477994,10.177907
017073,45.253867,10.314193
017074,45.644189,10.560877
017075,45.705406,10.181437
017076,45.702245,10.603557
017077,45.590028,10.441993
017078,45.397165,10.273020
017079,45.855819,10.235223
017080,45.305069,10.270271
017081,45.597518,10.156196
017082,45.760047,10.502252
017083,46.236275,10.362450
017084,45.774924,10.298427
017085,45.661819,10.038208
017086,45.306319,10.319053
017087,45.765877,10.428444
017088,45.365772,10.211258
017089,45.825821,10.791519
017090,45.712461,10.264982
017091,45.488692,10.067004
017092,45.440054,10.507133
017093,45.438249,10.059776
017094,45.983898,10.315547
017095,45.995930,10.247936
017096,45.653149,10.272767
017097,45.482904,10.042487
017098,45.780290,10.631852
017099,45.460389,10.081316
017100,45.958801,10.270923
017101,46.118370,10.312906
017102,45.549883,10.549049
017103,45.353250,10.149093
017104,45.719490,10.210681
017105,45.755619,10.294445
017106,45.747407,10.106557
017107,45.500650,10.359311
017108,45.273989,10.192242
017109,45.528154,10.544481
017110,46.237962,10.322949
017111,45.709152,10.075147
017112,45.628686,10.095563
017113,45.411620,10.386441
017114,45.445038,10.229786
017115,45.717647,10.338911
017116,45.559749,10.473250
017117,45.588081,10.291577
017118,45.953856,10.367777
017119,45.548375,10.378332
017120,45.531595,10.367687
017121,45.639181,10.388362
017122,45.381630,10.108051
017123,45.624123,10.121965
017124,46.039948,10.288356
017125,45.400856,9.944120
017126,45.420624,9.961893
017127,45.553006,10.076904
017128,45.969452,10.223435
017129,45.509071,10.511720
017130,45.584225,10.089288
017131,46.068682,10.231447
017132,45.569734,10.396788
017133,45.591195,9.885999
017134,45.659996,9.963118
017135,46.042367,10.388870
017136,45.599747,10.057137
017137,45.304809,10.214457
017138,45.372564,10.032717
017139,45.744589,10.343726
017140,45.758248,10.373660
017141,45.784433,10.221727
017142,45.823389,10.170703
017143,45.799407,10.144042
017144,45.662897,10.138077
017145,45.544766,10.499708
017146,45.421544,9.993884
017147,45.461667,10.185582
017148,46.267428,10.523305
017149,45.272686,10.105838
017150,45.564993,9.856101
017151,45.409870,10.624306
017152,45.266644,10.234375
017153,45.666092,10.383724
017155,45.545283,10.422219
017156,45.629936,10.051241
017157,45.688062,10.445004
017158,45.574210,10.505689
017159,45.316473,10.006953
017160,45.273027,10.371665
017161,45.503273,10.310970
017162,45.450889,9.914240
017163,45.590703,10.110976
017164,45.618513,10.497583
017165,45.538780,10.151109
017166,45.547675,10.005401
017167,45.487774,9.893398
017168,45.636389,10.435304
017169,45.711878,10.137875
017170,45.607535,10.525724
017171,45.587908,10.552826
017172,45.301011,10.154210
017173,45.487455,10.215155
017174,45.666964,10.199576
017175,46.125625,10.489801
017176,46.061905,10.335015
017177,45.242910,10.190028
017178,45.575263,10.356794
017179,45.461151,10.618387
017180,45.528246,10.499224
017181,46.143679,10.408859
017182,45.681304,10.112719
017183,45.753257,10.209846
017184,46.256317,10.485129
017185,45.759324,10.693947
017186,45.502840,10.110321
017187,45.673628,10.587841
017188,45.520523,10.077248
017189,45.809918,10.715466
017190,45.483533,9.998356
017191,45.710593,10.470576
017192,45.513359,9.877024
017193,45.614154,10.390491
017194,45.766989,10.592228
017195,45.340285,10.077955
017196,45.314589,10.048920
017197,45.708385,10.399741
017198,46.256676,10.392854
017199,45.637759,10.197250
017200,45.347463,9.914927
017201,45.612254,10.464026
017202,46.259678,10.440841
017203,45.312345,10.365057
017204,45.681310,10.503036
017205,45.759717,10.122680
017206,45.933482,10.189233
018001,45.166387,8.891788
018002,45.113458,9.240590
018003,45.290203,8.714007
018004,45.187251,9.269551
018005,45.083241,9.374602
018006,45.120032,9.457131
018007,44.826143,9.138889
018008,45.078703,9.207831
018009,45.297207,9.326994
018011,45.100335,9.092927
018012,45.277394,9.062453
018013,45.145533,9.305685
018014,45.247122,9.012970
018015,45.240869,9.151439
018016,44.958360,9.137743
018017,44.941293,9.200384
018018,45.248527,8.943871
018019,45.266615,9.210657
018020,45.060031,9.363438
018021,44.714301,9.288713
018022,45.130765,8.623059
018023,45.085286,9.122419
018024,45.069079,9.250479
018025,44.985472,9.167340
018026,45.096054,9.249547
018027,45.172000,8.586108
018029,45.049396,9.282249
018030,45.185517,9.084088
018031,45.093623,9.212103
018032,45.052311,9.121518
018033,45.031319,8.923994
018034,45.304674,9.014450
018035,45.368276,8.801051
018036,45.028092,9.275047
018037,45.005011,9.136149
018038,45.077199,9.096652
018039,45.231838,8.684562
018040,45.256288,8.626094
018041,45.124591,9.122296
018042,44.841500,9.073044
018043,45.259498,9.248254
018044,45.255254,8.669214
018045,45.201863,8.769095
018046,45.252121,9.129793
018047,45.066523,9.011814
018048,45.143968,9.496092
018049,45.037815,9.242670
018050,45.302975,8.754552
018051,44.965940,9.065326
018052,45.339118,8.575680
018053,45.192617,9.335643
018054,45.074569,8.962956
018057,45.020796,9.152007
018058,45.140669,9.392197
018059,45.205400,8.619096
018060,45.209865,9.245423
018061,45.141533,8.952537
018062,45.100775,8.850789
018063,45.179261,9.318203
018064,44.909163,9.186160
018065,45.047065,8.692403
018066,45.093709,8.830405
018067,45.041118,8.767148
018068,45.262644,8.883148
018069,45.208485,8.942416
018071,45.198346,9.361996
018072,45.275816,9.158361
018073,44.892767,9.060680
018074,44.960471,9.303172
018075,45.337434,8.780952
018076,45.178443,9.008313
018077,45.192103,9.405787
018078,45.307602,9.276847
018079,45.217352,8.545298
018080,45.238055,9.246404
018081,45.151778,9.256773
018082,45.000193,9.258450
018083,45.128982,8.784369
018084,45.037627,9.077480
018085,45.216998,9.333188
018086,45.250764,9.089906
018087,45.253650,9.290122
018088,45.084111,8.738507
018089,44.802256,9.270896
018090,45.063623,8.883400
018091,45.103966,9.031510
018092,45.126030,9.205740
018093,45.179786,9.435845
018094,44.981490,9.216026
018095,44.995747,9.102751
018096,44.980775,9.276796
018097,45.030025,9.286916
018098,44.902871,9.129660
018099,45.110835,9.518888
018100,45.031969,9.327244
018101,45.003399,9.214053
018102,45.251867,8.755013
018103,45.285168,8.668071
018104,45.200479,8.718596
018105,44.998574,9.188546
018106,45.152299,8.833384
018107,45.292976,8.533267
018108,45.075613,9.049877
018109,45.284678,8.767485
018110,45.186494,9.171078
018111,45.016980,9.240242
018112,45.098576,8.965645
018113,45.057945,8.823457
018114,45.108952,9.459647
018115,45.086459,9.168230
018116,45.051136,9.057580
018117,44.847941,9.114936
018118,45.099893,9.325199
018119,45.115488,9.157800
018120,45.050701,9.204678
018121,44.948501,9.043047
018122,44.929967,9.023334
018123,45.296202,8.615347
018124,45.051595,9.148396
018125,44.958216,9.251674
018126,44.922504,9.097193
018127,45.298288,9.077850
018128,44.841474,9.324494
018129,45.226619,9.261096
018130,45.250341,8.554914
018131,45.009193,9.353648
018133,45.116377,9.282740
018134,45.031940,9.350440
018135,45.238378,9.193723
018136,45.170814,8.778471
018137,45.161460,9.130256
018138,45.089060,8.921390
018139,45.161839,9.421203
018140,45.031993,9.188906
018141,45.226646,9.230168
018142,44.741130,9.237160
018143,44.986117,9.310132
018144,45.242176,8.642870
018145,45.116345,9.376461
018146,45.105066,8.658818
018147,45.130183,8.898957
018148,45.143151,8.724638
018149,45.060737,8.938977
018150,45.312246,9.210788
018151,45.122840,9.083554
018152,45.112696,9.326728
018153,45.075446,9.305955
018154,45.024302,8.742244
018155,44.959672,9.096208
018156,45.070411,8.687337
018157,45.240310,9.315523
018158,45.149116,9.334703
018159,45.209104,9.076986
018160,45.273614,9.287665
018161,45.022656,9.171269
018162,45.154761,9.174738
018163,45.264085,9.046421
018164,45.204533,8.850972
018165,45.288050,9.045369
018166,44.871709,9.184173
018167,45.146752,8.865874
018168,45.160180,8.680870
018169,45.160556,9.228387
018171,44.824627,9.205371
018172,45.160674,8.734909
018173,45.271833,9.107315
018174,45.041665,9.111157
018175,45.109984,9.177623
018176,45.281546,9.235859
018177,45.305950,8.877806
018178,45.085712,8.784393
018179,45.160621,9.040597
018180,45.226642,9.360469
018181,45.207187,9.311505
018182,45.017844,9.020361
018183,44.947710,9.302733
018184,44.866658,9.283048
018185,45.257741,9.185973
018186,45.189654,8.691555
018187,45.056109,9.336472
018188,45.105054,9.407085
018189,45.217753,9.023105
018190,45.113255,9.024108
018191,45.049043,8.919719
018192,45.168015,9.359783
018193,44.906358,9.248850
019001,45.178196,9.891279
019002,45.439916,9.559548
019003,45.252532,9.883579
019004,45.315808,9.918151
019005,45.362739,9.608207
019006,45.111336,10.090259
019007,45.291751,9.978118
019009,45.132429,10.446417
019010,45.449814,9.745782
019011,45.399539,9.672832
019012,45.333164,9.644445
019013,45.244065,9.832098
019014,45.147209,10.232100
019015,45.432640,9.647861
019016,45.244337,9.960427
019017,45.441445,9.718546
019018,45.309649,9.620937
019019,45.412619,9.791467
019020,45.408032,9.640832
019021,44.990195,10.473868
019022,45.289761,9.904462
019023,45.066980,10.402675
019024,45.470472,9.715850
019025,45.296470,9.765263
019026,45.199068,9.980791
019027,45.301399,9.950590
019028,45.087814,10.221238
019029,45.339470,9.613791
019030,45.163289,10.201167
019031,45.083837,10.269766
019032,45.267977,10.002691
019033,45.232264,10.106675
019034,45.296714,9.650507
019035,45.362111,9.683852
019036,45.136204,10.037472
019037,45.390943,9.645438
019038,45.155289,9.861439
019039,45.355569,9.838206
019040,45.112008,10.243714
019041,45.368639,9.531882
019043,45.332668,9.774908
019044,45.230014,9.751412
019045,45.217928,10.203260
019046,45.165294,10.120086
019047,45.338512,9.878977
019048,45.091539,10.035567
019049,45.250592,9.728993
019050,45.203135,10.140577
019051,45.208180,9.862672
019052,45.003156,10.335110
019053,45.169717,10.314724
019054,45.348837,9.757522
019055,45.334853,9.720778
019056,45.129256,10.112781
019057,45.005107,10.376073
019058,45.374807,9.571605
019059,45.271425,9.694443
019060,45.294448,9.677006
019061,45.051799,10.241662
019062,45.387195,9.751481
019063,45.239267,10.030739
019064,45.222540,10.256691
019065,45.233655,9.927805
019066,45.408278,9.584120
019067,45.409646,9.539490
019068,45.183557,10.083311
019069,45.196581,10.200896
019070,45.186832,10.269088
019072,45.405757,9.697732
019073,45.427319,9.608437
019074,45.079389,10.132366
019075,45.126473,10.196658
019076,45.183367,9.798806
019077,45.209835,10.052744
019078,45.421821,9.622349
019079,45.409781,9.733540
019080,45.289539,9.723500
019081,45.330758,9.688310
019082,45.306698,9.710504
019083,45.034521,10.461628
019084,45.454254,9.505580
019085,45.257106,10.065953
019086,45.387403,9.789577
019087,45.357964,9.793921
019088,45.238094,9.807153
019089,45.054527,10.178689
019090,45.073631,10.376485
019091,45.082676,10.310674
019092,45.043856,10.303961
019093,45.225835,10.153240
019094,45.433055,9.694152
019095,45.176453,9.933588
019096,45.075988,10.353374
019097,45.409247,9.847098
019098,45.289968,9.855653
019099,45.109314,10.155652
019100,45.130320,9.924613
019101,45.066598,10.517555
019102,45.391836,9.493541
019103,45.068304,10.077403
019104,45.383545,9.821925
019105,45.424935,9.595827
019106,45.105460,10.442009
019107,45.125912,10.292208
019108,45.016761,10.287332
019109,45.398328,9.617213
019110,45.332357,9.814547
019111,45.371433,9.592727
019112,45.457726,9.594152
019113,45.165143,10.168846
019114,45.198829,10.300342
019115,45.112990,10.332556
019116,45.133709,10.368531
020001,45.155976,10.461887
020002,45.214158,10.427737
020003,45.080190,10.893868
020007,45.099001,10.483731
020008,45.161884,10.392485
020010,45.275363,10.410465
020011,45.256487,10.480371
020012,45.198100,10.347224
020013,45.215504,10.893744
020014,45.170356,10.972597
020015,45.300896,10.469355
020016,45.155713,10.625929
020017,45.380705,10.494936
020018,45.336088,10.609778
020019,45.248557,10.559228
020020,45.037768,10.572911
020021,45.096159,10.710896
020022,44.962434,10.637006
020024,45.195437,10.569430
020025,45.071012,10.567114
020026,45.255184,10.650066
020027,44.953164,10.826222
020028,45.306448,10.573598
020029,44.999232,11.185492
020030,45.144003,10.832676
020031,45.093872,10.605841
020032,45.175787,10.488217
020033,45.267582,10.732542
020034,45.321947,10.522015
020035,44.956047,10.929459
020036,45.388332,10.674397
020037,45.032566,10.759030
020038,45.084367,11.154533
020039,45.006425,10.855452
020041,45.215953,10.527376
020042,44.962750,11.165384
020043,44.946103,10.598380
020044,45.406278,10.694095
020045,45.194464,10.769907
020046,45.034596,11.041679
020047,45.003113,10.989915
020048,45.176032,10.518330
020050,45.070842,10.455105
020051,45.197797,10.631140
020052,45.126007,10.936655
020053,45.248172,10.830880
020054,45.009561,10.529096
020055,45.029148,10.927146
020056,44.968963,11.018751
020057,45.186488,10.881963
020058,44.977401,11.061702
020059,45.093848,10.532186
020060,45.002524,11.062798
020061,44.977903,11.294696
020062,45.069235,11.087668
020063,45.370571,10.562726
020064,45.082280,11.029256
020065,45.004572,10.729757
020066,44.997871,10.600663
020068,45.134220,11.022942
020070,45.314323,10.673110
020071,45.082999,10.777584
020072,45.033965,11.116401
020073,45.027506,11.228873
021001,46.357517,11.389340
021002,46.518380,11.233489
021003,46.280778,11.367528
021004,46.469511,11.250475
021005,46.660220,11.259026
021006,46.577858,11.920003
021007,46.603313,11.502237
021008,46.490150,11.367479
021009,46.689158,12.107591
021010,46.970219,11.411133
021011,46.701384,11.689363
021012,46.396778,11.316615
021013,46.788661,11.950995
021014,46.701034,11.169637
021015,46.379718,11.242358
021016,46.853450,11.508421
021017,46.927447,12.034312
021018,46.631568,10.926264
021019,46.551615,11.602678
021020,46.634697,11.135894
021021,46.813918,11.825910
021022,46.662275,11.558280
021023,46.477741,11.450611
021024,46.301774,11.192933
021025,46.266675,11.221224
021026,46.550561,11.853986
021027,46.802763,10.592243
021028,46.697922,12.242458
021029,46.286893,11.262717
021030,46.828497,11.878470
021031,46.505225,11.531898
021032,46.800956,11.566560
021033,46.638726,11.705847
021034,46.862337,11.989512
021035,46.577217,11.200644
021036,46.655296,10.544323
021037,46.607530,10.861397
021038,46.677518,11.098803
021039,46.612465,11.587902
021040,46.434149,11.344274
021041,46.603687,11.138691
021042,46.602385,10.675016
021043,46.474237,11.047305
021044,46.739858,11.758082
021045,46.273538,11.210206
021046,46.730380,10.584123
021047,46.661115,11.977052
021048,46.653607,11.134181
021049,46.519338,10.710507
021050,46.599742,11.271843
021051,46.663383,11.179628
021052,46.788131,12.131502
021053,46.324193,11.337282
021054,46.836257,11.130717
021055,46.534880,11.191727
021056,46.647403,10.996072
021057,46.764110,11.669521
021058,46.420264,11.551089
021059,46.406523,11.452481
021060,46.372810,11.305731
021061,46.593781,11.689600
021062,46.693272,11.049333
021063,46.838369,12.037289
021064,46.643208,11.051952
021065,46.589681,11.535633
021066,46.603634,11.195188
021067,46.607533,10.568422
021068,47.042883,12.145021
021069,46.481381,11.022360
021070,46.889799,11.323320
021071,46.839460,12.108716
021072,46.549095,11.435422
021073,46.747975,11.160366
021074,46.846003,11.631608
021075,46.781364,11.720305
021076,46.260388,11.241121
021077,46.701610,12.294935
021079,46.552965,11.326302
021080,46.792392,11.248109
021081,46.768398,11.856142
021082,46.651210,11.833910
021083,46.773224,11.199455
021084,46.575770,11.057305
021085,46.575350,11.739250
021086,46.706450,11.407107
021087,46.706286,11.224575
021088,46.920537,11.828318
021089,46.560743,11.795385
021091,46.727958,10.875632
021092,46.666927,12.370782
021093,46.647584,10.753184
021094,46.659987,10.613586
021095,46.542671,10.546289
021096,46.849971,11.777208
021097,46.533547,11.250307
021098,46.347443,11.244146
021099,46.551758,11.145262
021100,46.473836,11.578234
021101,46.705994,11.138727
021102,46.312967,11.357907
021103,46.651536,10.446863
021104,46.510661,10.917477
021105,46.402514,11.301755
021106,46.747626,12.022170
021107,46.935445,11.542762
021108,46.991064,11.952921
021109,46.830818,12.210038
021110,46.878685,11.704082
021111,46.751545,11.578168
021112,46.625702,11.250981
021113,46.742266,12.162325
021114,46.644179,11.499030
021115,46.906260,11.420407
021116,46.677808,11.585245
021117,46.646875,11.946282
021118,46.506889,11.123702
022001,45.734604,11.041428
022002,46.142191,11.189226
022003,45.972481,11.092483
022005,46.154028,10.973957
022006,45.927934,10.898618
022007,45.732862,10.923269
022009,46.144320,11.290905
022011,46.165778,11.320939
022013,45.961759,11.135121
022015,46.099780,11.563586
022017,46.009751,10.801490
022018,46.123188,10.769721
022021,45.806348,10.571102
022022,46.017424,11.424397
022025,45.815088,10.948400
022026,46.426239,10.926847
022029,46.146622,10.740042
022032,45.994870,11.241684
022033,46.373889,10.960869
022034,45.977440,11.275611
022035,45.933991,11.107000
022036,46.488683,11.708209
022037,46.245430,11.007140
022038,46.190602,11.713295
022039,46.473668,11.807767
022040,46.275725,11.336910
022042,46.202375,10.728706
022043,46.076245,11.495580
022045,45.921571,10.579203
022047,46.226668,11.422935
022048,46.108286,11.653775
022049,46.036441,11.502905
022050,46.248988,11.482579
022051,46.405514,11.176275
022052,46.186461,11.015385
022053,45.990532,10.994072
022054,46.364284,10.962039
022058,45.974359,11.058358
022059,46.104527,11.647569
022060,46.401635,10.990295
022061,46.104147,11.178948
022062,46.340250,10.978964
022064,46.316213,10.840237
022068,46.331680,10.915761
022071,46.400052,11.093440
022074,46.274936,11.025798
022078,45.953900,10.958592
022079,45.997824,10.924168
022081,46.175703,11.060005
022083,45.984914,10.817614
022085,46.106931,11.342636
022087,45.909078,11.207684
022089,46.129311,11.204994
022090,46.080956,11.317410
022091,46.008694,11.072651
022092,46.189581,11.163047
022093,46.177634,10.738305
022095,45.998323,11.641031
022097,46.149128,11.787510
022098,45.889842,11.003362
022102,45.939690,11.286624
022103,46.157711,11.108283
022104,45.994456,11.323012
022106,46.420280,11.003868
022108,46.167245,11.278389
022109,45.933448,11.332642
022110,46.358782,10.896967
022112,46.143621,10.698903
022113,46.468185,11.694468
022114,46.317058,10.799626
022115,46.166204,11.813917
022116,46.230923,11.140757
022117,46.203758,11.086825
022118,46.360349,11.723956
022120,46.147432,10.949545
022123,45.861572,10.960097
022124,45.848937,10.887340
022127,45.905853,11.024304
022128,45.938629,11.090060
022129,46.033603,11.364111
022130,46.031076,11.569257
022131,46.274709,10.724461
022133,46.131615,11.363253
022134,46.281650,11.549142
022135,45.897304,10.953677
022136,46.365922,10.644626
022137,46.320836,10.711135
022138,46.098367,10.658652
022139,46.052044,11.243413
022142,46.151522,11.583804
022143,46.217199,10.797599
022144,45.946688,11.062011
022147,46.320488,11.640822
022150,46.404759,10.799992
022153,45.892043,10.823246
022155,46.388010,11.109728
022156,46.057801,11.380701
022157,46.085314,11.413376
022159,46.445579,11.187842
022160,46.255251,11.167531
022161,45.874894,11.043491
022162,46.425461,11.198825
022163,46.454416,10.992812
022164,46.195212,11.935980
022165,46.090327,11.525414
022167,46.207362,11.153517
022168,46.114137,11.298138
022169,46.380906,11.079373
022170,46.434251,11.172224
022171,46.118402,11.524760
022172,46.193982,11.282025
022173,46.344084,11.147373
022176,46.392031,11.744318
022177,46.222047,11.328547
022179,46.151619,10.640038
022180,46.207428,11.012093
022181,46.225597,11.007136
022182,46.098731,10.842424
022183,45.850546,10.549850
022184,46.159358,10.673616
022188,46.131119,11.461052
022189,46.105794,11.446344
022190,46.019725,11.262677
022191,45.937222,10.821181
022193,45.860449,11.157360
022195,46.361531,10.929255
022196,46.276490,11.520269
022199,46.025105,10.720963
022200,46.260889,11.096456
022202,46.092785,11.417238
022203,45.836375,11.123908
022205,46.046356,11.101605
022209,46.229640,11.376044
022210,45.800766,11.114325
022213,46.273943,10.633964
022216,46.050696,11.275790
022222,45.946024,11.026992
022224,45.914492,11.079102
022226,46.277873,11.576405
022228,46.055594,10.857054
022229,45.872826,10.716965
022230,46.335248,11.125465
022231,46.102783,10.911245
022232,46.017886,10.542582
022233,46.291182,10.874778
022234,45.939499,10.641187
022235,46.213516,11.264889
022236,45.987846,11.194039
022237,46.383502,11.168709
022238,45.905128,10.571945
022239,46.005031,10.738572
022240,46.069838,11.528810
022241,46.180399,11.207585
022242,46.297585,11.018783
022243,46.043695,10.971530
022244,46.077057,10.640851
022245,46.243865,11.830976
022246,46.012095,10.650913
022247,46.148626,10.821097
022248,46.096386,10.997558
022249,46.292201,10.981374
022250,46.426025,11.706095
022251,46.159950,11.063183
022252,46.471684,11.141857
022253,46.426165,11.066532
022254,46.317601,11.433129
023001,45.554787,10.780765
023002,45.294358,11.277771
023003,45.226643,11.270532
023004,45.361654,11.294380
023005,45.577182,11.157573
023006,45.528002,10.743268
023007,45.363968,11.229489
023008,45.222938,11.390634
023009,45.240917,11.290347
023010,45.209879,11.363522
023011,45.651305,11.053464
023012,45.267986,11.111240
023013,45.658249,10.869177
023014,45.684034,10.771196
023015,45.473045,10.844634
023016,45.344047,11.004836
023017,45.405431,11.175308
023018,45.620068,10.804629
023019,45.148719,11.190804
023020,45.095873,11.404757
023021,45.357823,10.948323
023022,45.440716,10.747622
023023,45.531346,10.784360
023024,45.478182,11.212987
023025,45.179456,11.209532
023026,45.574983,11.031663
023027,45.308492,11.404337
023028,45.424155,11.196216
023029,45.201842,11.139175
023030,45.592450,10.732262
023031,45.600900,10.859476
023032,45.236633,10.974802
023033,45.675629,10.999344
023034,45.680124,10.856329
023035,45.577801,10.895014
023036,45.580608,10.704847
023037,45.138140,11.096459
023038,45.553864,11.015740
023039,45.470913,11.176519
023040,45.281915,11.025063
023041,45.275676,11.193539
023042,45.441608,11.134687
023043,45.484153,10.734257
023044,45.154098,11.306401
023045,45.772046,10.847657
023046,45.549785,10.913771
023047,45.488267,11.125891
023048,45.245457,11.360054
023049,45.470403,11.278619
023050,45.435257,11.288106
023051,45.307323,10.845828
023052,45.539022,10.954107
023053,45.187738,11.071098
023054,45.288496,10.889737
023055,45.311806,11.098400
023056,45.326469,11.150065
023057,45.496480,10.796009
023058,45.485879,10.869145
023059,45.432923,10.671137
023060,45.332216,10.889113
023061,45.272289,11.388774
023062,45.571555,10.817572
023063,45.479609,11.303422
023064,45.329922,11.235138
023065,45.261644,11.246957
023066,45.272680,11.459789
023067,45.611487,11.082413
023068,45.217890,11.091374
023069,45.402424,11.287289
023070,45.527443,11.234693
023071,45.370949,11.041908
023072,45.173533,11.150126
023073,45.411634,11.094858
023074,45.556571,11.111775
023075,45.239908,11.199654
023076,45.507601,10.900442
023077,45.532745,10.840894
023078,45.635624,10.949064
023079,45.648408,10.757502
023080,45.645910,11.143119
023081,45.432459,11.236432
023082,45.393623,10.818271
023083,45.423722,10.808302
023084,45.189605,10.996561
023085,45.159774,11.390900
023086,45.617863,10.703175
023087,45.527391,11.161744
023088,45.266985,10.927948
023089,45.362364,10.739807
023090,45.613972,11.107186
023091,45.441930,11.010226
023092,45.318637,11.320627
023093,45.595124,11.212467
023094,45.326155,10.943677
023095,45.124570,11.361847
023096,45.357976,10.852489
023097,45.364884,11.123940
023098,45.350138,11.355668
024001,45.316237,11.579981
024002,45.357092,11.603683
024003,45.361297,11.428664
024004,45.504530,11.479001
024005,45.614848,11.249943
024006,45.479396,11.545976
024007,45.841141,11.310917
024008,45.528739,11.326362
024009,45.915240,11.517493
024010,45.313192,11.453826
024012,45.776151,11.715371
024013,45.599849,11.618043
024014,45.700477,11.583570
024015,45.462992,11.454585
024016,45.637682,11.638645
024017,45.591067,11.332536
024018,45.614106,11.509659
024019,45.792981,11.470094
024020,45.785006,11.506053
024021,45.531883,11.710546
024022,45.331830,11.538463
024024,45.746779,11.466280
024025,45.705345,11.706573
024026,45.750601,11.773684
024027,45.442835,11.592453
024028,45.582634,11.402012
024029,45.543021,11.285418
024030,45.759292,11.471931
024032,45.813338,11.418447
024034,45.613249,11.345407
024035,45.586396,11.487926
024036,45.538406,11.471852
024037,45.651865,11.182046
024038,45.628014,11.556662
024039,45.935678,11.661412
024040,45.737410,11.562261
024041,45.903536,11.634422
024042,45.912526,11.569434
024043,45.446561,11.331669
024044,45.582067,11.440554
024046,45.481369,11.713394
024047,45.515563,11.661997
024048,45.618995,11.451559
024049,45.842753,11.248079
024050,45.892031,11.272034
024051,45.469705,11.597988
024052,45.382339,11.386079
024053,45.771276,11.525473
024055,45.657895,11.423862
024056,45.692072,11.432163
024057,45.752360,11.647283
024060,45.467758,11.369570
024061,45.517992,11.411006
024062,45.661350,11.543611
024063,45.649405,11.363555
024064,45.461154,11.660940
024065,45.438309,11.650995
024066,45.558595,11.475528
024067,45.592310,11.579817
024068,45.491087,11.356479
024070,45.773105,11.807915
024071,45.428309,11.586141
024072,45.576275,11.286669
024073,45.720266,11.679628
024074,45.286450,11.555091
024075,45.347284,11.463628
024076,45.913738,11.320255
024077,45.739029,11.636948
024078,45.759424,11.422228
024079,45.283799,11.521849
024080,45.799004,11.254898
024081,45.828107,11.737015
024082,45.662966,11.676392
024083,45.573006,11.644797
024084,45.693104,11.211873
024085,45.879828,11.439756
024086,45.794489,11.764571
024087,45.718809,11.749177
024088,45.702490,11.808837
024089,45.899777,11.391574
024090,45.756524,11.569725
024091,45.655311,11.604596
024094,45.588640,11.258567
024095,45.744009,11.383460
024096,45.681233,11.375253
024097,45.700377,11.517202
024098,45.423691,11.423894
024099,45.682782,11.650104
024100,45.733025,11.352522
024101,45.841981,11.712842
024102,45.351411,11.511354
024103,45.540528,11.433493
024104,45.688225,11.720418
024105,45.685783,11.490451
024106,45.858741,11.327721
024107,45.720722,11.292881
024108,45.527091,11.625514
024110,45.565772,11.354934
024111,45.641040,11.283841
024112,45.872681,11.366750
024113,45.758503,11.228381
024115,45.783168,11.355606
024116,45.557291,11.558423
024117,45.391402,11.522222
024118,45.649674,11.497991
024119,45.723523,11.450120
024120,45.475743,11.370851
024121,45.443422,11.493547
024122,45.727855,11.501238
024123,45.394911,11.473823
024124,45.407105,11.565423
024125,45.897660,11.700158
024126,45.728686,11.605323
024127,45.814948,11.589346
025001,46.307963,12.044740
025002,45.911498,11.887769
025003,46.405229,12.029043
025004,45.974725,11.739415
025005,46.562268,12.348711
025006,46.126139,12.205649
025007,46.439436,12.184588
025008,46.470889,12.326549
025010,46.344131,11.962807
025011,46.106269,11.961705
025012,46.168525,12.439193
025013,46.378146,12.273829
025014,46.469584,12.019581
025015,46.630301,12.471664
025016,46.575164,12.117326
025017,46.564838,12.507201
025018,46.453767,12.426821
025019,46.361436,11.831940
025021,46.050671,11.905421
025022,46.006261,11.800373
025023,46.331116,11.885196
025025,46.206913,11.974626
025026,46.052710,11.705678
025027,46.283258,12.102206
025029,46.069765,12.206170
025030,46.495527,11.936735
025032,46.463595,12.491945
025033,46.503341,12.424511
025035,46.328342,12.310499
025036,46.051877,11.854450
025037,46.364843,12.368828
025039,46.423686,12.367348
025040,46.164480,12.294397
025043,46.241843,12.042116
025044,46.426808,11.931437
025045,46.125733,12.025678
025046,46.620183,12.551217
025047,46.623989,12.602908
025048,46.093742,12.030638
025049,46.386398,11.984068
025050,46.587807,12.623386
025051,46.474219,12.176573
