codice_istat,lat,lon
002003,45.424035,8.374586
002004,45.370925,8.086298
002006,45.490268,8.371413
002007,45.263404,8.420668
002008,45.826223,8.139200
002009,45.455065,8.267102
002011,45.288505,8.153029
002014,45.839799,8.086706
002015,45.353593,8.045735
002016,45.733828,8.256881
002017,45.355433,8.467022
002021,45.483837,8.250838
002025,45.785692,7.998613
002029,45.915558,8.046159
002030,45.229430,8.520223
002031,45.361184,8.366571
002032,45.422136,8.200198
002033,45.396942,8.305894
002035,45.489371,8.330628
002041,45.875363,8.146304
002042,45.288507,8.014144
002043,45.807532,8.303555
002045,45.396713,8.340223
002047,45.218381,8.362698
002048,45.871509,8.194093
002049,45.194523,8.126563
002052,45.316991,8.244193
002054,45.261607,8.339089
002057,45.901418,8.141519
002058,45.195059,8.190714
002059,45.437303,8.273856
002061,45.607216,8.352353
002062,45.527836,8.379415
002065,45.455252,8.382726
002066,45.717503,8.222754
002067,45.236669,8.104351
002068,45.558179,8.372515
002070,45.287455,8.323279
002071,45.261871,8.116537
002072,45.613181,8.323582
002078,45.822975,8.015455
002079,45.316578,7.999243
002082,45.188307,8.539772
002088,45.357574,8.326808
002089,45.400507,8.384559
002090,45.181400,8.234620
002091,45.237420,8.415755
002093,45.257855,8.513241
002096,45.757659,8.066847
002097,45.762249,8.045140
002102,45.734821,8.203112
002104,45.282633,8.473547
002107,45.767298,8.255580
002108,45.379509,8.344456
002110,45.750174,7.982258
002113,45.921560,8.192634
002115,45.208975,8.419731
002116,45.607724,8.285237
002118,45.261890,8.275261
002121,45.847086,8.129762
002122,45.532099,8.312604
002126,45.318309,8.276302
002127,45.305051,8.323188
002128,45.243769,8.021107
002131,45.354812,8.256231
002133,45.378652,8.201663
002134,45.780843,8.120021
002135,45.761682,8.096623
002137,45.670296,8.303081
002142,45.227544,8.458299
002147,45.232949,8.310006
002148,45.223704,8.261518
002150,45.322230,8.191569
002152,45.731102,8.357737
002156,45.829790,8.269741
002158,45.319270,8.418316
002163,45.433096,8.334693
002164,45.389346,8.420913
002166,45.817618,8.177827
002170,45.878463,8.033734
002171,45.765770,8.313850
003001,45.668355,8.572125
003002,45.786141,8.455154
003006,45.835960,8.463347
003008,45.756567,8.543584
003012,45.575042,8.519169
003016,45.555050,8.641516
003018,45.449685,8.479283
003019,45.684721,8.404614
003021,45.665099,8.531893
003022,45.762003,8.446548
003023,45.317516,8.688068
003024,45.704123,8.462845
003025,45.696729,8.594961
003026,45.732311,8.460891
003027,45.533831,8.508708
003030,45.528998,8.583596
003032,45.516724,8.671391
003036,45.548055,8.418829
003037,45.432794,8.473637
003039,45.487847,8.503761
003040,45.384996,8.523703
003041,45.395037,8.468923
003042,45.509711,8.497665
003043,45.710421,8.621503
003044,45.599930,8.500088
003045,45.612837,8.476803
003047,45.661785,8.402640
003049,45.399089,8.785727
003051,45.788249,8.491034
003052,45.715453,8.561379
003055,45.645114,8.511619
003058,45.671666,8.453362
003060,45.655911,8.598217
003062,45.733496,8.569559
003065,45.557224,8.455285
003066,45.631284,8.470472
003068,45.489573,8.725658
003069,45.393644,8.660800
003070,45.725776,8.410350
003073,45.595694,8.421128
003076,45.751113,8.422791
003077,45.372270,8.598678
003079,45.689322,8.344000
003082,45.758967,8.472841
003083,45.493000,8.423299
003084,45.826737,8.555972
003088,45.693086,8.420410
003090,45.501472,8.463037
003091,45.630177,8.633459
003093,45.829364,8.531436
003095,45.784241,8.527303
003097,45.621012,8.607979
003098,45.806037,8.436938
003100,45.570751,8.566787
003103,45.807514,8.513031
003104,45.370034,8.639796
003106,45.431542,8.613145
003108,45.595953,8.656693
003109,45.743939,8.528027
003112,45.790111,8.418306
003114,45.743733,8.511355
003115,45.806633,8.384902
003116,45.830927,8.405736
003119,45.793183,8.510304
003120,45.758656,8.373336
003121,45.643873,8.653419
003122,45.663036,8.372082
003129,45.456880,8.422626
003130,45.631482,8.395250
003131,45.462680,8.754611
003133,45.775762,8.379920
003134,45.425098,8.421226
003135,45.462228,8.536653
003138,45.517751,8.437123
003139,45.576179,8.439658
003140,45.733837,8.400068
003141,45.389754,8.719020
003143,45.625585,8.539349
003144,45.373520,8.699913
003146,45.353618,8.728609
003149,45.436386,8.751405
003153,45.600079,8.547746
003154,45.669030,8.646237
003158,45.354320,8.645555
003159,45.473694,8.464468
003164,45.325157,8.500835
003166,45.704496,8.532933
004001,44.480463,6.965183
004002,44.283275,7.224820
004003,44.678649,8.033325
004004,44.597244,8.062077
004005,44.119839,7.996483
004006,44.376544,6.952665
004007,44.587668,8.101357
004008,44.287176,8.059105
004009,44.752439,7.248980
004010,44.762478,7.896821
004011,44.720283,8.083503
004012,44.736248,7.371265
004013,44.617360,7.947050
004014,44.456732,7.904945
004015,44.319114,8.013211
004016,44.365424,7.651011
004017,44.580456,6.981434
004018,44.501720,7.979216
004019,44.539146,7.832446
004020,44.629636,8.093780
004021,44.548080,8.179548
004022,44.389429,7.430910
004023,44.503229,8.019784
004024,44.636229,8.114260
004025,44.323055,7.460846
004026,44.598582,8.135492
004027,44.526053,8.043310
004028,44.301813,7.566073
004029,44.709690,7.820830
004030,44.401230,7.873421
004031,44.137604,7.701359
004032,44.599439,7.394460
004033,44.578640,7.331364
004034,44.518903,7.435563
004035,44.430542,8.128180
004037,44.803363,7.999969
004038,44.422265,7.059022
004039,44.118495,7.947146
004040,44.420019,7.432986
004041,44.786469,7.728697
004042,44.743777,7.467879
004043,44.480357,7.856926
004044,44.489109,7.284333
004045,44.825389,7.623695
004046,44.753338,8.049845
004047,44.598843,7.089248
004049,44.431421,7.635962
004050,44.493376,8.188583
004051,44.775750,8.033764
004052,44.429920,7.982717
004053,44.408443,7.196567
004054,44.345193,8.132335
004055,44.632838,7.972063
004056,44.732799,8.193243
004057,44.626363,8.156320
004058,44.738530,7.642977
004059,44.707368,7.702872
004060,44.459342,7.170537
004061,44.487189,7.589223
004062,44.823293,7.811440
004063,44.577596,8.072529
004064,44.387668,7.476241
004065,44.625177,7.762442
004066,44.371785,8.021455
004067,44.642985,7.819652
004068,44.275566,7.681208
004069,44.438242,7.929948
004070,44.566381,8.033183
004071,44.471554,7.920982
004072,44.735448,7.969778
004073,44.578715,8.203413
004074,44.652362,8.199087
004075,44.555925,7.489875
004076,44.569758,8.119766
004077,44.702730,7.121302
004078,44.413732,7.546264
004079,44.325662,7.250162
004080,44.648568,8.038464
004081,44.537081,7.963417
004082,44.458461,7.344140
004083,44.541130,7.067564
004084,44.178970,7.404988
004085,44.695012,7.374243
004086,44.512763,7.925688
004087,44.805567,7.573772
004088,44.544451,8.096354
004089,44.550614,7.701050
004090,44.242651,7.810031
004091,44.287832,7.772244
004092,44.569328,7.273713
004093,44.332841,7.398838
004094,44.621183,7.339130
004095,44.193299,7.980283
004096,44.586825,7.668297
004097,44.515789,8.131992
004098,44.460748,8.178291
004099,44.790570,8.105662
004100,44.662098,7.997835
004101,44.738104,8.027270
004102,44.443262,8.012470
004103,44.591354,7.372526
004104,44.628371,7.556378
004105,44.652688,7.937658
004106,44.608305,8.105578
004107,44.548729,7.878746
004108,44.398372,7.963422
004109,44.536145,8.153434
004110,44.190071,7.562932
004111,44.307318,7.983775
004112,44.498316,7.170971
004113,44.764518,8.077535
004114,44.293214,7.794168
004115,44.679364,8.147243
004116,44.611579,7.508865
004117,44.652463,7.734217
004118,44.397091,7.678284
004119,44.433219,7.114578
004120,44.455380,7.984781
004121,44.613271,7.356348
004122,44.551273,7.307683
004123,44.315142,7.396694
004124,44.465558,8.079196
004125,44.358416,7.969234
004126,44.328677,7.824509
004127,44.314937,7.934150
004128,44.688807,7.611725
004129,44.564705,7.922457
004130,44.406368,7.796833
004131,44.469666,8.124581
004132,44.584643,7.971486
004133,44.819403,7.949592
004134,44.311465,7.857308
004135,44.770352,7.910916
004136,44.465543,7.684059
004137,44.625873,8.037851
004138,44.432687,7.360368
004139,44.379098,7.301453
004140,44.792238,7.909905
004141,44.385910,8.129267
004142,44.710382,7.933901
004143,44.768686,7.531129
004144,44.424541,7.686918
004145,44.481922,8.017270
004146,44.751673,7.602269
004147,44.601929,7.880764
004148,44.728599,8.109393
004149,44.693501,8.114174
004150,44.511483,8.074586
004151,44.413107,7.928645
004152,44.591257,7.921972
004153,44.338050,8.055715
004154,44.660577,7.172147
004155,44.158716,7.890128
004156,44.708981,7.193007
004157,44.674820,7.240596
004158,44.603155,7.427158
004159,44.254293,7.908720
004160,44.430807,8.068423
004161,44.594221,8.219371
004162,44.324448,8.094526
004163,44.321027,7.612576
004164,44.533323,8.209772
004165,44.363329,7.713208
004166,44.571228,7.438439
004167,44.327899,7.012552
004168,44.732782,7.980625
004169,44.517029,7.880969
004170,44.722444,7.879491
004171,44.787201,7.593828
004172,44.646654,7.022458
004173,44.420930,7.267391
004174,44.500098,7.044699
004175,44.360801,8.103856
004176,44.792301,8.060015
004177,44.254187,8.025838
004178,44.488614,8.132402
004179,44.780220,7.666958
004180,44.679826,7.420185
004181,44.654211,7.355396
004182,44.361654,7.375032
004183,44.248258,7.456649
004184,44.417345,8.023845
004185,44.285296,7.514344
004186,44.265667,7.873403
004187,44.496722,7.316817
004188,44.439996,7.950374
004189,44.443059,7.743151
004190,44.254585,7.730748
004191,44.346987,7.433593
004192,44.298939,7.482669
004193,44.639157,8.180273
004194,44.672583,7.963147
004195,44.576909,8.014201
004196,44.630068,8.063205
004197,44.533985,7.414639
004198,44.713779,7.601005
004199,44.391395,8.087391
004200,44.410540,8.081853
004201,44.422228,8.181623
004202,44.583527,7.805116
004203,44.670190,7.489353
004204,44.350448,7.074648
004205,44.584198,7.195085
004206,44.493581,8.059439
004207,44.491252,7.238876
004208,44.747086,7.807298
004209,44.640075,7.300466
004210,44.376173,7.927345
004211,44.481145,7.723096
004212,44.699827,7.922801
004213,44.711583,8.215052
004214,44.802966,7.921246
004215,44.609617,7.634432
004216,44.335452,7.978677
004217,44.694823,7.554565
004218,44.609917,7.999638
004219,44.562762,8.062306
004220,44.602560,8.019158
004221,44.528703,8.014398
004222,44.774335,7.784588
004223,44.741764,7.889279
004224,44.515939,7.129696
004225,44.496603,7.527347
004226,44.561053,8.142387
004227,44.321156,7.915035
004228,44.725680,7.527169
004229,44.434639,8.036299
004230,44.684020,8.091935
004231,44.668195,8.109575
004232,44.512575,7.761594
004233,44.237444,7.319921
004234,44.396097,7.364097
004235,44.339925,7.358112
004237,44.563265,7.399152
004238,44.671240,7.931571
004239,44.216403,7.527773
004240,44.599307,7.500060
004241,44.761271,7.997762
004242,44.354029,7.859056
004243,44.362162,7.474638
004244,44.552236,7.545255
004245,44.353631,7.738805
004246,44.736823,7.577244
004247,44.482417,7.391980
004248,44.268404,7.111646
004249,44.269227,7.967873
004250,44.562620,7.581275
005001,44.790445,8.247276
005002,45.080077,7.977950
005003,44.839794,8.132806
005004,45.106479,7.986658
005005,44.914580,8.210290
005006,44.885925,8.269480
005007,44.904751,8.096630
005008,44.835686,8.331395
005009,45.102026,7.954901
005010,44.798280,8.447917
005011,44.655576,8.292536
005012,45.009827,7.951763
005013,44.730728,8.329783
005014,45.002854,8.253112
005015,44.743404,8.223531
005016,44.984346,8.090047
005017,44.717379,8.283911
005018,44.892007,8.031093
005019,45.009672,8.011459
005020,45.015382,8.343811
005021,44.698383,8.314901
005022,44.760178,8.132074
005023,44.956731,8.305529
005024,44.729869,8.380860
005025,44.981658,8.203479
005026,44.920196,8.071893
005027,44.745650,8.434289
005028,44.900950,8.324413
005029,44.803394,8.416460
005030,44.787395,8.288460
005031,45.031767,7.975596
005032,44.717782,8.416412
005033,44.879602,7.918058
005034,44.859682,8.114844
005035,45.048529,8.031020
005036,44.876959,8.363181
005037,44.644887,8.253065
005038,44.984983,8.120204
005039,44.972021,8.094081
005040,44.833083,8.010453
005041,44.731950,8.148876
005042,45.091832,8.043033
005044,44.997239,8.157283
005045,44.958860,8.053172
005046,45.016886,8.087884
005047,44.974850,8.050992
005048,44.834334,8.372205
005049,44.981516,8.142730
005050,44.781418,8.173197
005051,45.043275,8.083235
005052,44.919177,7.986373
005053,44.878922,7.995503
005054,44.755967,8.414933
005055,44.988557,8.178511
005056,45.007134,8.288092
005057,45.040454,8.305798
005058,44.819543,8.385684
005059,44.820500,8.180084
005060,44.661063,8.269118
005061,44.764631,8.486762
005062,44.940521,8.035151
005063,44.765774,8.270603
005064,44.576471,8.328670
005065,44.778751,8.452594
005066,44.825663,8.296653
005067,44.936188,8.074514
005068,44.646816,8.320367
005069,45.048572,8.266423
005070,45.071423,7.924499
005071,44.848373,8.221899
005072,44.695924,8.396749
005073,44.988426,8.020348
005074,44.831007,8.270606
005075,45.007582,8.108443
005076,44.816203,8.240794
005077,44.974135,8.332796
005080,44.767312,8.357335
005081,44.582553,8.251844
005082,45.059806,8.013829
005083,45.027510,8.262343
005084,45.019967,8.062378
005085,45.048418,7.994346
005086,45.046217,8.052539
005087,44.948589,8.262116
005088,44.751959,8.447190
005089,44.926253,8.342395
005090,44.860555,8.170718
005091,44.950649,8.011697
005092,45.102074,8.111207
005093,44.869642,8.288264
005094,44.588371,8.285180
005095,44.702243,8.339430
005096,44.856710,8.350821
005097,44.844882,8.042964
005098,44.608204,8.240736
005099,44.828615,8.112307
005100,44.752995,8.298985
005101,44.953152,7.984191
005103,44.971391,8.277722
005104,44.550626,8.260932
005105,44.670523,8.337397
005106,44.960558,8.114446
005107,44.994285,8.080318
005108,44.884493,8.085071
005109,45.028838,8.191704
005111,44.801812,8.345480
005112,44.888736,7.948497
005113,44.632307,8.226237
005114,45.001592,8.044840
005115,44.963263,8.373210
005116,44.830396,8.222128
005117,44.919589,8.037769
005118,44.953670,7.934472
005119,44.997795,8.149075
005120,44.805610,8.313686
005121,45.057019,8.116128
006001,44.682289,8.447670
006002,44.708313,9.103683
006003,44.911152,8.624411
006004,45.041349,8.205987
006005,44.733678,8.462492
006007,44.978519,8.379992
006008,45.020274,8.873064
006009,44.668887,8.879471
006010,44.811928,8.971400
006011,45.185103,8.406241
006012,44.772100,8.713928
006013,45.006145,8.751010
006014,44.606834,8.671920
006015,44.829104,8.462973
006016,44.872533,8.952581
006017,44.675734,8.373252
006018,44.732167,8.958751
006019,44.828664,8.515052
006020,45.090906,8.531706
006021,44.807447,8.688067
006022,44.572490,8.778868
006023,45.076778,8.619542
006024,44.814222,9.046997
006025,44.667633,9.128218
006026,45.021741,8.436098
006027,45.158809,8.276783
006028,44.735647,9.059164
006029,44.734561,8.691336
006030,44.854958,8.859266
006031,44.828844,8.485588
006032,44.809070,8.888597
006033,44.689263,8.610783
006034,44.618267,9.151089
006035,44.657502,8.842483
006036,44.594376,8.423832
006037,44.824697,8.632544
006038,44.602902,8.745291
006039,45.117382,8.451233
006040,44.915116,8.985592
006041,44.829971,9.002971
006043,44.759798,8.535682
006044,44.574821,8.556828
006045,44.795670,8.943497
006046,44.908665,8.949285
006047,44.841000,8.584502
006048,44.631324,8.389535
006049,44.689569,8.721963
006050,45.068144,8.239925
006051,44.973326,8.559533
006052,44.744180,8.544423
006053,44.985401,8.870494
006054,44.800135,8.596588
006055,44.633541,8.451495
006056,45.067317,8.380262
006057,45.095301,8.321485
006058,44.833467,8.932088
006059,45.113419,8.218094
006060,45.152086,8.379874
006061,45.036328,8.469934
006062,44.818078,8.934404
006063,44.631808,8.576036
006065,44.605496,8.335771
006066,44.757097,9.049306
006067,44.748686,9.162435
006068,44.900911,8.431360
006069,44.586412,8.891376
006070,44.731511,8.735825
006071,44.817350,8.512952
006072,45.035712,8.392134
006073,45.133471,8.550637
006074,44.783927,8.686885
006075,44.859344,8.653121
006076,44.961583,8.420309
006077,45.157254,8.206836
006078,44.800030,8.525196
006079,44.779170,8.989142
006081,44.694217,8.814747
006082,45.055170,8.562335
006083,44.803132,9.121232
006084,44.626187,8.495608
006085,44.696717,8.982479
006086,45.015707,8.848129
006087,45.022653,8.847730
006088,44.599881,8.738448
006090,44.558017,8.413913
006091,44.872732,8.428603
006092,44.640784,8.419751
006093,44.512228,8.299600
006094,45.025773,8.519438
006095,44.561996,8.592986
006096,45.023686,8.892118
006097,45.122478,8.259811
006098,44.840169,9.029966
006099,45.159699,8.159757
006100,44.640354,9.078718
006101,44.867966,8.976605
006102,44.761798,9.099341
006103,44.663511,8.727638
006104,44.696337,8.592212
006105,44.958884,8.697816
006106,44.592604,8.382721
006107,44.840280,8.961690
006108,44.847998,8.992141
006109,45.174874,8.353173
006110,44.604092,8.526675
006111,44.615722,8.759448
006112,44.666222,8.557114
006113,45.077305,8.133862
006114,44.759756,8.781223
006115,45.060916,8.517604
006116,45.105290,8.159555
006117,45.073048,8.208510
006118,45.036577,8.371536
006119,44.688499,8.561168
006120,45.050278,8.354291
006121,44.628632,8.640296
006122,44.872544,8.479580
006123,45.098444,8.372440
006124,44.822715,8.882676
006125,44.519463,8.416272
006126,44.677487,8.755095
006127,44.748047,8.749146
006128,44.994650,8.680731
006129,44.944189,8.672345
006131,45.063230,8.584075
006132,44.954867,8.936350
006133,45.125361,8.322793
006134,44.618842,8.362080
006135,45.078704,8.265764
006136,44.554003,8.487472
006137,44.863413,9.029923
006138,44.810763,8.792179
006139,44.639942,8.538446
006140,44.755826,8.653658
006141,44.947751,8.481446
006142,44.902449,8.389334
006143,44.745262,8.484123
006144,44.710633,8.559315
006145,44.972222,8.715320
006146,44.683061,9.019900
006147,44.681614,8.639399
006148,44.688468,9.063094
006149,45.076839,8.417566
006150,45.075439,8.358235
006151,44.976511,8.806443
006152,44.690068,8.738213
006153,45.109642,8.408170
006154,44.998918,8.555649
006155,44.786284,9.066616
006156,44.781395,8.904805
006157,44.769776,8.927782
006158,44.859399,8.936501
006159,45.099399,8.295007
006160,44.721038,8.852605
006161,44.767351,8.571148
006162,44.677514,8.673538
006163,44.908577,8.493415
006164,45.130132,8.291396
006165,44.528788,8.333460
006166,44.839222,8.875364
006167,44.734094,8.901281
006168,44.696812,8.529879
006169,44.612724,8.689672
006170,44.725328,8.768059
006171,45.070878,8.447759
006172,44.681963,8.414715
006173,45.105377,8.553527
006174,44.885036,8.841747
006175,45.095041,8.358226
006176,44.664688,8.582651
006177,45.023107,8.635782
006178,45.099523,8.598524
006179,45.007232,8.399525
006180,44.714525,8.911186
006181,44.914943,8.920862
006182,45.055258,8.169669
006183,44.810621,8.859151
006184,45.136816,8.156646
006185,45.184351,8.474767
006186,44.844770,8.895866
006187,44.651431,8.507307
006188,44.884192,9.001418
006189,44.894872,8.960385
006190,44.597471,8.861369
006191,44.771451,8.872328
006192,44.984864,8.766283
006193,45.008779,8.489243
007001,45.814401,7.273235
007002,45.807117,7.601813
007003,45.751655,7.303538
007004,45.644626,7.732134
007005,45.663226,7.104556
007006,45.731401,7.113713
007007,45.846130,7.734220
007008,45.656125,7.257919
007009,45.612552,7.748859
007010,45.917107,7.503847
007011,45.699202,7.406732
007012,45.763018,7.759560
007013,45.711525,7.764854
007014,45.683671,7.736195
007015,45.724622,7.543321
007016,45.842007,7.640574
007017,45.672487,7.607683
007018,45.609715,7.576944
007019,45.697702,7.343388
007020,45.761523,7.624988
007021,45.591125,7.368944
007022,45.828246,6.939040
007023,45.586256,7.755384
007024,45.828773,7.290362
007025,45.724814,7.703159
007026,45.841091,7.235679
007027,45.672298,7.505662
007028,45.648038,7.883967
007029,45.714503,7.873332
007030,45.781498,7.260724
007031,45.685646,7.302303
007032,45.877406,7.833173
007033,45.776494,7.832680
007034,45.608661,7.719184
007035,45.668460,7.169518
007036,45.684106,7.845726
007037,45.650133,7.653612
007038,45.691684,7.274734
007039,45.813245,7.625176
007040,45.748913,7.063480
007041,45.697468,6.936524
007042,45.621802,7.863472
007043,45.709027,7.665189
007044,45.751024,7.015618
